,Datum,Standort,Parameter,Intervall,Einheit,Wert,Status
340982,2023-10-08 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
341004,2023-10-08 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,provisorisch
341026,2023-10-08 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,provisorisch
341048,2023-10-08 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
341070,2023-10-08 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,provisorisch
341092,2023-10-09 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
341114,2023-10-09 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
341136,2023-10-09 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
341158,2023-10-09 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
341180,2023-10-09 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
341202,2023-10-09 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
341224,2023-10-09 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,3.23,provisorisch
341246,2023-10-09 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,93.7,provisorisch
341268,2023-10-09 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,254.62,provisorisch
341290,2023-10-09 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,367.51,provisorisch
341312,2023-10-09 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,361.38,provisorisch
341334,2023-10-09 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,466.2,provisorisch
341356,2023-10-09 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,325.98,provisorisch
341378,2023-10-09 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,263.07,provisorisch
341400,2023-10-09 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,164.1,provisorisch
341422,2023-10-09 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,138.76,provisorisch
341444,2023-10-09 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,141.68,provisorisch
341466,2023-10-09 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,22.42,provisorisch
341488,2023-10-09 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
341510,2023-10-09 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
341532,2023-10-09 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,provisorisch
341554,2023-10-09 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,provisorisch
341576,2023-10-09 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
341598,2023-10-09 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
341620,2023-10-10 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
341642,2023-10-10 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,provisorisch
341664,2023-10-10 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,provisorisch
341686,2023-10-10 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,provisorisch
341708,2023-10-10 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
341730,2023-10-10 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,provisorisch
341752,2023-10-10 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,4.38,provisorisch
341774,2023-10-10 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,102.63,provisorisch
341796,2023-10-10 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,219.59,provisorisch
341818,2023-10-10 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,319.26,provisorisch
341840,2023-10-10 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,364.71,provisorisch
341862,2023-10-10 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,407.79,provisorisch
341884,2023-10-10 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,565.72,provisorisch
341906,2023-10-10 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,398.26,provisorisch
341928,2023-10-10 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,276.77,provisorisch
341950,2023-10-10 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,217.76,provisorisch
341972,2023-10-10 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,134.84,provisorisch
341994,2023-10-10 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,17.76,provisorisch
342016,2023-10-10 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
342038,2023-10-10 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
342060,2023-10-10 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
342082,2023-10-10 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
342104,2023-10-10 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
342126,2023-10-10 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
342148,2023-10-11 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
342170,2023-10-11 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
342192,2023-10-11 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
342214,2023-10-11 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.04,provisorisch
342236,2023-10-11 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
342258,2023-10-11 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
342280,2023-10-11 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,3.14,provisorisch
342302,2023-10-11 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,94.24,provisorisch
342324,2023-10-11 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,257.52,provisorisch
342346,2023-10-11 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,406.1,provisorisch
342368,2023-10-11 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,516.9,provisorisch
342390,2023-10-11 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,570.7,provisorisch
342412,2023-10-11 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,572.26,provisorisch
342434,2023-10-11 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,522.96,provisorisch
342456,2023-10-11 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,427.3,provisorisch
342478,2023-10-11 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,291.04,provisorisch
342500,2023-10-11 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,132.76,provisorisch
342522,2023-10-11 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,19.84,provisorisch
342544,2023-10-11 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
342566,2023-10-11 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
342588,2023-10-11 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
342610,2023-10-11 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
342632,2023-10-11 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
342654,2023-10-11 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
342676,2023-10-12 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
342698,2023-10-12 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,provisorisch
342720,2023-10-12 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
342742,2023-10-12 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
342764,2023-10-12 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
342786,2023-10-12 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
342808,2023-10-12 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,1.86,provisorisch
342830,2023-10-12 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,50.05,provisorisch
342852,2023-10-12 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,228.4,provisorisch
342874,2023-10-12 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,439.21,provisorisch
342896,2023-10-12 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,476.65,provisorisch
342918,2023-10-12 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,420.38,provisorisch
342940,2023-10-12 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,446.42,provisorisch
342962,2023-10-12 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,477.8,provisorisch
342984,2023-10-12 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,344.42,provisorisch
343006,2023-10-12 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,196.52,provisorisch
343028,2023-10-12 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,99.3,provisorisch
343050,2023-10-12 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,13.1,provisorisch
343072,2023-10-12 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
343094,2023-10-12 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,provisorisch
343116,2023-10-12 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.04,provisorisch
343138,2023-10-12 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
343160,2023-10-12 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
343182,2023-10-12 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
343204,2023-10-13 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
343226,2023-10-13 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,provisorisch
343248,2023-10-13 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
343270,2023-10-13 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
343292,2023-10-13 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
343314,2023-10-13 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
343336,2023-10-13 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,1.89,provisorisch
343358,2023-10-13 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,77.96,provisorisch
343380,2023-10-13 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,257.44,provisorisch
343402,2023-10-13 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,401.62,provisorisch
343424,2023-10-13 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,496.67,provisorisch
343446,2023-10-13 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,555.54,provisorisch
343468,2023-10-13 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,554.56,provisorisch
343490,2023-10-13 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,506.66,provisorisch
343512,2023-10-13 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,416.47,provisorisch
343534,2023-10-13 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,283.38,provisorisch
343556,2023-10-13 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,125.89,provisorisch
343578,2023-10-13 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,16.08,provisorisch
343600,2023-10-13 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
343622,2023-10-13 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
343644,2023-10-13 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
343666,2023-10-13 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
343688,2023-10-13 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
343710,2023-10-13 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
343732,2023-10-14 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
343754,2023-10-14 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,provisorisch
343776,2023-10-14 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
343798,2023-10-14 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
343820,2023-10-14 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
343842,2023-10-14 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
343864,2023-10-14 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.35,provisorisch
343886,2023-10-14 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,6.47,provisorisch
343908,2023-10-14 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,64.97,provisorisch
343930,2023-10-14 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,278.52,provisorisch
343952,2023-10-14 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,327.18,provisorisch
343974,2023-10-14 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,117.57,provisorisch
343996,2023-10-14 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,287.94,provisorisch
344018,2023-10-14 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,221.2,provisorisch
344040,2023-10-14 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,236.23,provisorisch
344062,2023-10-14 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,54.66,provisorisch
344084,2023-10-14 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,51.26,provisorisch
344106,2023-10-14 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,7.46,provisorisch
344128,2023-10-14 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
344150,2023-10-14 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
344172,2023-10-14 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,provisorisch
344194,2023-10-14 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
344216,2023-10-14 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
344238,2023-10-14 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
344260,2023-10-15 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
344282,2023-10-15 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
344304,2023-10-15 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
344326,2023-10-15 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
344348,2023-10-15 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
344370,2023-10-15 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
344392,2023-10-15 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.14,provisorisch
344414,2023-10-15 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,22.0,provisorisch
344436,2023-10-15 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,63.36,provisorisch
344458,2023-10-15 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,147.41,provisorisch
344480,2023-10-15 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,139.85,provisorisch
344502,2023-10-15 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,221.01,provisorisch
344524,2023-10-15 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,214.02,provisorisch
344546,2023-10-15 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,344.12,provisorisch
344568,2023-10-15 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,217.05,provisorisch
344590,2023-10-15 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,116.49,provisorisch
344612,2023-10-15 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,65.83,provisorisch
344634,2023-10-15 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,6.83,provisorisch
344656,2023-10-15 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
344678,2023-10-15 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
344700,2023-10-15 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
344722,2023-10-15 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
344744,2023-10-15 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
344766,2023-10-15 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
344788,2023-10-16 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
344810,2023-10-16 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
344832,2023-10-16 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
344854,2023-10-16 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,provisorisch
344876,2023-10-16 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,provisorisch
344898,2023-10-16 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
344920,2023-10-16 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,1.07,provisorisch
344942,2023-10-16 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,41.36,provisorisch
344964,2023-10-16 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,179.38,provisorisch
344986,2023-10-16 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,378.46,provisorisch
345008,2023-10-16 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,537.78,provisorisch
345030,2023-10-16 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,566.36,provisorisch
345052,2023-10-16 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,562.86,provisorisch
345074,2023-10-16 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,514.77,provisorisch
345096,2023-10-16 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,420.54,provisorisch
345118,2023-10-16 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,279.02,provisorisch
345140,2023-10-16 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,96.41,provisorisch
345162,2023-10-16 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,10.49,provisorisch
345184,2023-10-16 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
345206,2023-10-16 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
345228,2023-10-16 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
345250,2023-10-16 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
345272,2023-10-16 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
345294,2023-10-16 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
345316,2023-10-17 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
345338,2023-10-17 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,provisorisch
345360,2023-10-17 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
345382,2023-10-17 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
345404,2023-10-17 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
345426,2023-10-17 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
345448,2023-10-17 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,1.11,provisorisch
345470,2023-10-17 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,44.31,provisorisch
345492,2023-10-17 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,89.96,provisorisch
345514,2023-10-17 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,104.97,provisorisch
345536,2023-10-17 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,201.05,provisorisch
345558,2023-10-17 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,334.8,provisorisch
345580,2023-10-17 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,450.66,provisorisch
345602,2023-10-17 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,438.8,provisorisch
345624,2023-10-17 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,386.86,provisorisch
345646,2023-10-17 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,229.1,provisorisch
345668,2023-10-17 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,97.47,provisorisch
345690,2023-10-17 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,7.59,provisorisch
345712,2023-10-17 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,provisorisch
345734,2023-10-17 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,provisorisch
345756,2023-10-17 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,provisorisch
345778,2023-10-17 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,provisorisch
345800,2023-10-17 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,provisorisch
345822,2023-10-17 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,provisorisch
345844,2023-10-18 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,provisorisch
345866,2023-10-18 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,provisorisch
345888,2023-10-18 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,provisorisch
345910,2023-10-18 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,provisorisch
345932,2023-10-18 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
345954,2023-10-18 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
345976,2023-10-18 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.14,provisorisch
345998,2023-10-18 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,23.08,provisorisch
346020,2023-10-18 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,99.79,provisorisch
346042,2023-10-18 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,152.63,provisorisch
346064,2023-10-18 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,171.98,provisorisch
346086,2023-10-18 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,183.82,provisorisch
346108,2023-10-18 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,135.52,provisorisch
346130,2023-10-18 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,152.55,provisorisch
346152,2023-10-18 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,78.8,provisorisch
346174,2023-10-18 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,101.74,provisorisch
346196,2023-10-18 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,62.61,provisorisch
346218,2023-10-18 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,6.78,provisorisch
346240,2023-10-18 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,provisorisch
346262,2023-10-18 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,provisorisch
346284,2023-10-18 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
346306,2023-10-18 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
346328,2023-10-18 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,provisorisch
346350,2023-10-18 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,provisorisch
346372,2023-10-19 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,provisorisch
346394,2023-10-19 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,provisorisch
346416,2023-10-19 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,provisorisch
346438,2023-10-19 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,provisorisch
