,Datum,Standort,Parameter,Intervall,Einheit,Wert,Status
66906,2022-05-07 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,124.99,bereinigt
66928,2022-05-07 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,48.88,bereinigt
66950,2022-05-07 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,8.36,bereinigt
66972,2022-05-07 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
66994,2022-05-07 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
67016,2022-05-07 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
67038,2022-05-07 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
67060,2022-05-08 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
67082,2022-05-08 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
67104,2022-05-08 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
67126,2022-05-08 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
67148,2022-05-08 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
67170,2022-05-08 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,20.97,bereinigt
67192,2022-05-08 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,88.24,bereinigt
67214,2022-05-08 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,173.63,bereinigt
67236,2022-05-08 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,277.14,bereinigt
67258,2022-05-08 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,213.4,bereinigt
67280,2022-05-08 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,220.01,bereinigt
67302,2022-05-08 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,268.35,bereinigt
67324,2022-05-08 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,568.16,bereinigt
67346,2022-05-08 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,275.88,bereinigt
67368,2022-05-08 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,278.54,bereinigt
67390,2022-05-08 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,223.83,bereinigt
67412,2022-05-08 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,370.46,bereinigt
67434,2022-05-08 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,136.99,bereinigt
67456,2022-05-08 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,44.64,bereinigt
67478,2022-05-08 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,9.69,bereinigt
67500,2022-05-08 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
67522,2022-05-08 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
67544,2022-05-08 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
67566,2022-05-08 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
67588,2022-05-09 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
67610,2022-05-09 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
67632,2022-05-09 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
67654,2022-05-09 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
67676,2022-05-09 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.07,bereinigt
67698,2022-05-09 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,10.45,bereinigt
67720,2022-05-09 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,48.03,bereinigt
67742,2022-05-09 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,207.14,bereinigt
67764,2022-05-09 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,333.12,bereinigt
67786,2022-05-09 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,490.64,bereinigt
67808,2022-05-09 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,593.14,bereinigt
67830,2022-05-09 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,386.12,bereinigt
67852,2022-05-09 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,605.42,bereinigt
67874,2022-05-09 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,820.76,bereinigt
67896,2022-05-09 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,643.19,bereinigt
67918,2022-05-09 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,577.26,bereinigt
67940,2022-05-09 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,406.46,bereinigt
67962,2022-05-09 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,221.16,bereinigt
67984,2022-05-09 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,130.54,bereinigt
68006,2022-05-09 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,14.21,bereinigt
68028,2022-05-09 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
68050,2022-05-09 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
68072,2022-05-09 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
68094,2022-05-09 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
68116,2022-05-10 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
68138,2022-05-10 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
68160,2022-05-10 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
68182,2022-05-10 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
68204,2022-05-10 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.25,bereinigt
68226,2022-05-10 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,25.79,bereinigt
68248,2022-05-10 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,214.02,bereinigt
68270,2022-05-10 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,386.4,bereinigt
68292,2022-05-10 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,529.52,bereinigt
68314,2022-05-10 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,696.12,bereinigt
68336,2022-05-10 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,820.47,bereinigt
68358,2022-05-10 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,878.72,bereinigt
68380,2022-05-10 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,897.6,bereinigt
68402,2022-05-10 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,842.98,bereinigt
68424,2022-05-10 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,715.38,bereinigt
68446,2022-05-10 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,529.82,bereinigt
68468,2022-05-10 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,326.09,bereinigt
68490,2022-05-10 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,219.15,bereinigt
68512,2022-05-10 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,106.24,bereinigt
68534,2022-05-10 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,25.43,bereinigt
68556,2022-05-10 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
68578,2022-05-10 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
68600,2022-05-10 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
68622,2022-05-10 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
68644,2022-05-11 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
68666,2022-05-11 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
68688,2022-05-11 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
68710,2022-05-11 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
68732,2022-05-11 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.12,bereinigt
68754,2022-05-11 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,23.8,bereinigt
68776,2022-05-11 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,199.99,bereinigt
68798,2022-05-11 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,394.29,bereinigt
68820,2022-05-11 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,569.8,bereinigt
68842,2022-05-11 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,706.12,bereinigt
68864,2022-05-11 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,823.53,bereinigt
68886,2022-05-11 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,879.98,bereinigt
68908,2022-05-11 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,901.18,bereinigt
68930,2022-05-11 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,852.06,bereinigt
68952,2022-05-11 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,764.49,bereinigt
68974,2022-05-11 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,639.46,bereinigt
68996,2022-05-11 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,479.51,bereinigt
69018,2022-05-11 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,307.44,bereinigt
69040,2022-05-11 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,139.05,bereinigt
69062,2022-05-11 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,20.24,bereinigt
69084,2022-05-11 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
69106,2022-05-11 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
69128,2022-05-11 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
69150,2022-05-11 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
69172,2022-05-12 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
69194,2022-05-12 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
69216,2022-05-12 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
69238,2022-05-12 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
69260,2022-05-12 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.06,bereinigt
69282,2022-05-12 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,23.35,bereinigt
69304,2022-05-12 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,105.07,bereinigt
69326,2022-05-12 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,391.92,bereinigt
69348,2022-05-12 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,560.52,bereinigt
69370,2022-05-12 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,705.53,bereinigt
69392,2022-05-12 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,807.35,bereinigt
69414,2022-05-12 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,844.0,bereinigt
69436,2022-05-12 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,899.74,bereinigt
69458,2022-05-12 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,838.38,bereinigt
69480,2022-05-12 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,712.94,bereinigt
69502,2022-05-12 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,648.0,bereinigt
69524,2022-05-12 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,340.14,bereinigt
69546,2022-05-12 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,93.14,bereinigt
69568,2022-05-12 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,47.09,bereinigt
69590,2022-05-12 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,4.03,bereinigt
69612,2022-05-12 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
69634,2022-05-12 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
69656,2022-05-12 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
69678,2022-05-12 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
69700,2022-05-13 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
69722,2022-05-13 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
69744,2022-05-13 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
69766,2022-05-13 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
69788,2022-05-13 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
69810,2022-05-13 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,22.26,bereinigt
69832,2022-05-13 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,94.6,bereinigt
69854,2022-05-13 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,166.5,bereinigt
69876,2022-05-13 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,295.06,bereinigt
69898,2022-05-13 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,257.65,bereinigt
69920,2022-05-13 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,247.38,bereinigt
69942,2022-05-13 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,156.71,bereinigt
69964,2022-05-13 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,207.0,bereinigt
69986,2022-05-13 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,207.84,bereinigt
70008,2022-05-13 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,176.26,bereinigt
70030,2022-05-13 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,299.5,bereinigt
70052,2022-05-13 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,347.26,bereinigt
70074,2022-05-13 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,149.06,bereinigt
70096,2022-05-13 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,64.04,bereinigt
70118,2022-05-13 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,20.5,bereinigt
70140,2022-05-13 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
70162,2022-05-13 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
70184,2022-05-13 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
70206,2022-05-13 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
70228,2022-05-14 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
70250,2022-05-14 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
70272,2022-05-14 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
70294,2022-05-14 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
70316,2022-05-14 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.29,bereinigt
70338,2022-05-14 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,27.8,bereinigt
70360,2022-05-14 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,136.02,bereinigt
70382,2022-05-14 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,378.73,bereinigt
70404,2022-05-14 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,562.61,bereinigt
70426,2022-05-14 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,687.76,bereinigt
70448,2022-05-14 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,675.3,bereinigt
70470,2022-05-14 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,952.48,bereinigt
70492,2022-05-14 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,921.04,bereinigt
70514,2022-05-14 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,872.29,bereinigt
70536,2022-05-14 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,773.3,bereinigt
70558,2022-05-14 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,640.15,bereinigt
70580,2022-05-14 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,476.66,bereinigt
70602,2022-05-14 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,302.13,bereinigt
70624,2022-05-14 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,149.05,bereinigt
70646,2022-05-14 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,25.57,bereinigt
70668,2022-05-14 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
70690,2022-05-14 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
70712,2022-05-14 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
70734,2022-05-14 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
70756,2022-05-15 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
70778,2022-05-15 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
70800,2022-05-15 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
70822,2022-05-15 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
70844,2022-05-15 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,1.06,bereinigt
70866,2022-05-15 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,41.75,bereinigt
70888,2022-05-15 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,222.85,bereinigt
70910,2022-05-15 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,390.54,bereinigt
70932,2022-05-15 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,562.43,bereinigt
70954,2022-05-15 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,716.08,bereinigt
70976,2022-05-15 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,820.34,bereinigt
70998,2022-05-15 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,878.39,bereinigt
71020,2022-05-15 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,883.34,bereinigt
71042,2022-05-15 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,842.65,bereinigt
71064,2022-05-15 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,729.47,bereinigt
71086,2022-05-15 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,623.78,bereinigt
71108,2022-05-15 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,488.7,bereinigt
71130,2022-05-15 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,292.73,bereinigt
71152,2022-05-15 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,104.51,bereinigt
71174,2022-05-15 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,18.95,bereinigt
71196,2022-05-15 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.02,bereinigt
71218,2022-05-15 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.05,bereinigt
71240,2022-05-15 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
71262,2022-05-15 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
71284,2022-05-16 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
71306,2022-05-16 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
71328,2022-05-16 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
71350,2022-05-16 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
71372,2022-05-16 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.35,bereinigt
71394,2022-05-16 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,31.85,bereinigt
71416,2022-05-16 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,152.63,bereinigt
71438,2022-05-16 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,384.9,bereinigt
71460,2022-05-16 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,421.0,bereinigt
71482,2022-05-16 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,574.78,bereinigt
71504,2022-05-16 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,789.68,bereinigt
71526,2022-05-16 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,710.19,bereinigt
71548,2022-05-16 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,485.78,bereinigt
71570,2022-05-16 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,697.3,bereinigt
71592,2022-05-16 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,629.92,bereinigt
71614,2022-05-16 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,383.04,bereinigt
71636,2022-05-16 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,472.67,bereinigt
71658,2022-05-16 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,176.68,bereinigt
71680,2022-05-16 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,148.46,bereinigt
71702,2022-05-16 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,56.04,bereinigt
71724,2022-05-16 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.51,bereinigt
71746,2022-05-16 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
71768,2022-05-16 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
71790,2022-05-16 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
71812,2022-05-17 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
71834,2022-05-17 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
71856,2022-05-17 02:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
71878,2022-05-17 03:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
71900,2022-05-17 04:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,1.5,bereinigt
71922,2022-05-17 05:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,54.57,bereinigt
71944,2022-05-17 06:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,250.95,bereinigt
71966,2022-05-17 07:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,414.96,bereinigt
71988,2022-05-17 08:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,558.8,bereinigt
72010,2022-05-17 09:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,722.7,bereinigt
72032,2022-05-17 10:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,811.12,bereinigt
72054,2022-05-17 11:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,851.12,bereinigt
72076,2022-05-17 12:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,851.42,bereinigt
72098,2022-05-17 13:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,832.12,bereinigt
72120,2022-05-17 14:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,766.92,bereinigt
72142,2022-05-17 15:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,605.92,bereinigt
72164,2022-05-17 16:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,491.65,bereinigt
72186,2022-05-17 17:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,317.7,bereinigt
72208,2022-05-17 18:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,149.14,bereinigt
72230,2022-05-17 19:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,30.52,bereinigt
72252,2022-05-17 20:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.06,bereinigt
72274,2022-05-17 21:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
72296,2022-05-17 22:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
72318,2022-05-17 23:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
72340,2022-05-18 00:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
72362,2022-05-18 01:00:00,Zch_Stampfenbachstrasse,StrGlo,h1,W/m2,0.03,bereinigt
